state1,state2,distance
Colorado,New York,30.280606410044037
Colorado,North Carolina,26.38550272896084
Colorado,North Dakota,9.86292177906729
Colorado,Ohio,22.790581120497997
Colorado,Oklahoma,8.745019790715169
Colorado,Oregon,15.801365612186823
Colorado,Pennsylvania,27.811874946684192
Colorado,Rhode Island,34.0970073695625
Colorado,South Carolina,25.16944516770284
Colorado,South Dakota,7.615068001009576
Colorado,Tennessee,19.452272461848768
Colorado,Texas,9.758026327593095
Colorado,Utah,6.130257346963505
Colorado,Vermont,33.27079855143245
Colorado,Virginia,26.734858617542745
Colorado,Washington,17.096989604020937
Colorado,West Virginia,24.92764649340166
Colorado,Wisconsin,16.540309492267664
Colorado,Wyoming,4.472316380803129
Connecticut,Alabama,16.64449723512248
Connecticut,Alaska,82.65709614044036
Connecticut,Arizona,39.620152178657776
Connecticut,Arkansas,20.83171581267371
Connecticut,California,46.9524938435649
Connecticut,Colorado,32.92528314745372
Connecticut,Connecticut,0.0
Connecticut,Delaware,3.826829050271248
Connecticut,District of Columbia,170.02373242579992
Connecticut,Florida,16.226568821534638
Connecticut,Georgia,13.98088832120477
Connecticut,Hawaii,86.322969165802
Connecticut,Idaho,41.974507805214344
Connecticut,Illinois,16.54483546850799
Connecticut,Indiana,13.66396705865467
Connecticut,Iowa,20.773644117727645
Connecticut,Kansas,25.84312625922026
Connecticut,Kentucky,13.222359807538133
Connecticut,Louisiana,21.96996675577821
Connecticut,Maine,5.117249848307196
Connecticut,Maryland,4.806435328806572
Connecticut,Massachusetts,1.1185804798940473
Connecticut,Michigan,12.972296922673335
Connecticut,Minnesota,22.075201050953083
Connecticut,Mississippi,19.129366181345368
Connecticut,Missouri,19.99906764276775
Connecticut,Montana,37.30343716924756
Connecticut,Nebraska,27.06793064957128
Connecticut,Nevada,43.96373828747961
Connecticut,New Hampshire,2.3561851370382607
Connecticut,New Jersey,2.415223320937419
Connecticut,New Mexico,34.1559891546124
Connecticut,New York,3.100186745988051
Connecticut,North Carolina,9.008868441707865
Connecticut,North Dakota,28.3442735874462
Connecticut,Ohio,10.15462965597466
Connecticut,Oklahoma,25.49120197244531
Connecticut,Oregon,47.88683031784418
Connecticut,Pennsylvania,5.126545204131138
Connecticut,Rhode Island,1.172358179056209
Connecticut,South Carolina,11.229479943879857
Connecticut,South Dakota,27.64346112121273
Connecticut,Tennessee,14.79236699957109
Connecticut,Texas,28.473020030372606
Connecticut,Utah,39.011830999839006
Connecticut,Vermont,2.4475727752203844
Connecticut,Virginia,7.371977829592272
Connecticut,Washington,48.06635539023112
Connecticut,West Virginia,8.439413614700959
Connecticut,Wisconsin,17.525889078731502
Connecticut,Wyoming,34.85098761369611
Delaware,Alabama,12.914827359666875
Delaware,Alaska,80.76555864630666
Delaware,Arizona,36.461371313761646
Delaware,Arkansas,17.42578180168684
Delaware,California,44.0016577347945
Delaware,Colorado,30.042800961295203
Delaware,Connecticut,3.826829050271248
Delaware,Delaware,0.0
Delaware,District of Columbia,171.2618525772158
Delaware,Florida,12.471560082844496
Delaware,Georgia,10.163851010812785
Delaware,Hawaii,83.00193196125018
Delaware,Idaho,39.473778659890165
Delaware,Illinois,13.731863917910056
Delaware,Indiana,10.814499929261641
Delaware,Iowa,18.25366788483894
Delaware,Kansas,22.880774505466373
Delaware,Kentucky,9.904539485508653
Delaware,Louisiana,18.29527140356218
Delaware,Maine,8.939702055997163
Delaware,Maryland,1.287562025690411
Delaware,Massachusetts,4.935432188775358
Delaware,Michigan,11.26106155963993
Delaware,Minnesota,20.16460808694283
Delaware,Mississippi,15.481841430527576
Delaware,Missouri,16.96481352682664
Delaware,Montana,35.06785483174014
Delaware,Nebraska,24.423396185829695
Delaware,Nevada,41.12759962519088
Delaware,New Hampshire,6.115679358828412
Delaware,New Jersey,1.4612316893634605
Delaware,New Mexico,30.948739619086272
Delaware,New York,3.964259941023039
Delaware,North Carolina,5.183341441579939
Delaware,North Dakota,26.355769559244525
Delaware,Ohio,7.403129017516855
Delaware,Oklahoma,22.250709538798983
Delaware,Oregon,45.32375731214261
Delaware,Pennsylvania,2.971804403052128
Delaware,Rhode Island,4.7760696184205615
Delaware,South Carolina,7.402667036278215
Delaware,South Dakota,25.315932251844885
Delaware,Tennessee,11.288568944290503
Delaware,Texas,24.982924161314664
Delaware,Utah,36.166679649920866
Delaware,Vermont,5.818789689445729
Delaware,Virginia,3.6563792609629617
Delaware,Washington,45.71918404608726
Delaware,West Virginia,5.129565769146546
Delaware,Wisconsin,15.546184834228628
Delaware,Wyoming,32.29563084458949
District of Columbia,Alabama,178.84083463742277
District of Columbia,Alaska,251.35597476163164
District of Columbia,Arizona,202.37141332278134
District of Columbia,Arkansas,184.83179428469552
District of Columbia,California,210.7045500698312
District of Columbia,Colorado,198.4908405935649
District of Columbia,Connecticut,170.02373242579992
District of Columbia,Delaware,171.2618525772158
District of Columbia,District of Columbia,0.0
District of Columbia,Florida,173.17802261176215
District of Columbia,Georgia,175.68772463052164
District of Columbia,Hawaii,240.7802250650996
District of Columbia,Idaho,208.93436655631837
District of Columbia,Illinois,184.00964574902048
District of Columbia,Indiana,181.316847789112
District of Columbia,Iowa,188.76573161866537
District of Columbia,Kansas,191.71538633727343
District of Columbia,Kentucky,179.41725393417434
District of Columbia,Louisiana,182.92607133279282
District of Columbia,Maine,168.80256894493638
District of Columbia,Maryland,172.43758119786418
District of Columbia,Massachusetts,169.51933673504627
District of Columbia,Michigan,182.5199794166381
District of Columbia,Minnesota,191.33221057793693
District of Columbia,Mississippi,181.42843428884018
District of Columbia,Missouri,186.25557434391058
District of Columbia,Montana,205.49228425378897
District of Columbia,Nebraska,194.2513062773324
District of Columbia,Nevada,208.85419724729022
District of Columbia,New Hampshire,170.00564398278075
District of Columbia,New Jersey,171.0731838041544
District of Columbia,New Mexico,197.25876361046673
District of Columbia,New York,173.12021067876503
District of Columbia,North Carolina,173.2249003330641
District of Columbia,North Dakota,197.37641074961314
District of Columbia,Ohio,178.35576425854592
District of Columbia,Oklahoma,189.74586183102915
District of Columbia,Oregon,214.2385795292015
District of Columbia,Pennsylvania,174.16550847894655
District of Columbia,Rhode Island,169.0191233988036
District of Columbia,South Carolina,173.8956222341724
District of Columbia,South Dakota,195.8630339813003
District of Columbia,Tennessee,179.66206430031357
District of Columbia,Texas,189.873740386737
District of Columbia,Utah,204.25403131483108
District of Columbia,Vermont,171.14243579454512
District of Columbia,Virginia,173.5993882394751
District of Columbia,Washington,215.49392572622554
District of Columbia,West Virginia,175.68069751614718
District of Columbia,Wisconsin,186.73493315606484
District of Columbia,Wyoming,201.92357840641097
Florida,Alabama,6.0323305786403925
Florida,Alaska,78.3062657534504
Florida,Arizona,29.75074650256695
Florida,Arkansas,11.793514204850046
Florida,California,37.995224291613276
Florida,Colorado,25.317793989603427
Florida,Connecticut,16.226568821534638
Florida,Delaware,12.471560082844496
Florida,District of Columbia,173.17802261176215
Florida,Florida,0.0
Florida,Georgia,4.132066239788513
Florida,Hawaii,74.39271929994226
Florida,Idaho,35.799564844422335
Florida,Illinois,13.25650012937049
Florida,Indiana,11.897663438675673
Florida,Iowa,17.40051760293354
Florida,Kansas,18.736859841766428
Florida,Kentucky,9.349917828515924
Florida,Louisiana,9.853573614176723
Florida,Maine,21.32173371492103
Florida,Maryland,11.861375033696563
Florida,Massachusetts,17.29137822066246
Florida,Michigan,15.992607751395639
Florida,Minnesota,21.262286128260055
Florida,Mississippi,8.3041786120001
Florida,Missouri,13.955754730576194
Florida,Montana,32.83786780227973
Florida,Nebraska,21.62085323131351
Florida,Nevada,35.81662609473427
Florida,New Hampshire,18.564185033553184
Florida,New Jersey,13.932637856845348
Florida,New Mexico,24.35779021114189
Florida,New York,15.908597276315726
Florida,North Carolina,7.57193760143334
Florida,North Dakota,26.053038337207425
Florida,Ohio,11.660775209650513
Florida,Oklahoma,16.575865579812103
Florida,Oregon,41.06641284030052
Florida,Pennsylvania,13.100654020696835
Florida,Rhode Island,16.995841571984602
Florida,South Carolina,5.509878932426736
Florida,South Dakota,23.792515167589986
Florida,Tennessee,8.212977346249042
Florida,Texas,17.119585429851963
Florida,Utah,31.109469448384996
Florida,Vermont,18.277382702400253
Florida,Virginia,9.590677609011788
Florida,Washington,42.37276555359585
Florida,West Virginia,10.175757326115834
Florida,Wisconsin,17.683879941913194
Florida,Wyoming,28.921346325681302
Georgia,Alabama,3.3889068473476804
Georgia,Alaska,75.67031225229614
Georgia,Arizona,28.264806954408876
Georgia,Arkansas,9.277545757903864
Georgia,California,36.312256109473566
Georgia,Colorado,23.000756281696475
Georgia,Connecticut,13.98088832120477
Georgia,Delaware,10.163851010812785
Georgia,District of Columbia,175.68772463052164
Georgia,Florida,4.132066239788513
Georgia,Georgia,0.0
Georgia,Hawaii,73.96917066352712
Georgia,Idaho,33.297205356005485
Georgia,Illinois,9.373917284145406
Georgia,Indiana,7.788554313221418
Georgia,Iowa,13.786357768460826
Georgia,Kansas,16.043257576938664
Georgia,Kentucky,5.234610443003375
Georgia,Louisiana,8.697551862449565
Georgia,Maine,19.069250222281944
Georgia,Maryland,9.2400267932512
Georgia,Massachusetts,15.095190760636312
Georgia,Michigan,11.869421081080574
Georgia,Minnesota,17.436342160269742
Georgia,Mississippi,6.22592330903618
Georgia,Missouri,10.674258998637796
Georgia,Montana,29.893735998198693
Georgia,Nebraska,18.61581075161649
Georgia,Nevada,33.85564190382455
Georgia,New Hampshire,16.20353983702326
Georgia,New Jersey,11.571508660498857
Georgia,New Mexico,22.73865086938977
Georgia,New York,13.000131573564941
Georgia,North Carolina,4.993473305225535
Georgia,North Dakota,22.562964717651806
Georgia,Ohio,7.672190645441496
Georgia,Oklahoma,14.357487233147726
Georgia,Oregon,38.795447012503935
Georgia,Pennsylvania,9.984239007555862
Georgia,Rhode Island,14.930248124194048
Georgia,South Carolina,2.84776747646292
Georgia,South Dakota,20.51825220456167
Georgia,Tennessee,4.336099014090893
Georgia,Texas,15.931311923379063
Georgia,Utah,29.00365396445765
Georgia,Vermont,15.707333258067706
Georgia,Virginia,6.698686677998904
Georgia,Washington,39.83265557767897
Georgia,West Virginia,6.629075076509546
Georgia,Wisconsin,13.656853520851719
Georgia,Wyoming,26.238026823677114
Hawaii,Alabama,70.65709236792866
Hawaii,Alaska,43.96696243647042
Hawaii,Arizona,46.84853271064101
Hawaii,Arkansas,65.57726487449749
Hawaii,California,40.58610588329461
Hawaii,Colorado,54.15838283276193
Hawaii,Connecticut,86.322969165802
Hawaii,Delaware,83.00193196125018
Hawaii,District of Columbia,240.7802250650996
Hawaii,Florida,74.39271929994226
Hawaii,Georgia,73.96917066352712
Hawaii,Hawaii,0.0
Hawaii,Idaho,48.19494840468243
Hawaii,Illinois,70.01999143701748
Hawaii,Indiana,72.78132510926139
Hawaii,Iowa,66.54380592549543
Hawaii,Kansas,60.782392564705795
Hawaii,Kentucky,73.13315862561936
Hawaii,Louisiana,65.27259562825736
Hawaii,Maine,90.66774306802834
Hawaii,Maryland,81.76457641992651
Hawaii,Massachusetts,87.37191524036773
Hawaii,Michigan,74.92938841502713
Hawaii,Minnesota,67.28939309103629
Hawaii,Mississippi,67.85663390192592
Hawaii,Missouri,66.41928326698506
Hawaii,Montana,53.85872809638194
Hawaii,Nebraska,60.435852372329464
Hawaii,Nevada,44.06635016302122
Hawaii,New Hampshire,87.95893475707855
Hawaii,New Jersey,84.0890448560929
Hawaii,New Mexico,52.20531065485581
Hawaii,New York,83.96276968287792
Hawaii,North Carolina,78.4844147904538
Hawaii,North Dakota,62.15469793668055
Hawaii,Ohio,76.247993037522
Hawaii,Oklahoma,60.8338514217208
Hawaii,Oregon,42.914275363449875
Hawaii,Pennsylvania,81.2259064829073
Hawaii,Rhode Island,87.47149466254707
Hawaii,South Carolina,76.69707713420377
Hawaii,South Dakota,61.12143903181601
Hawaii,Tennessee,71.73232954763147
Hawaii,Texas,58.128360507156934
Hawaii,Utah,48.578601620466614
Hawaii,Vermont,87.01902492219733
Hawaii,Virginia,79.41147240443286
Hawaii,Washington,44.995289578577015
Hawaii,West Virginia,77.94145523558052
Hawaii,Wisconsin,70.69850107831142
Hawaii,Wyoming,53.84294489763726
Idaho,Alabama,30.097623473291044
Idaho,Alaska,42.51412754367658
Idaho,Arizona,10.500232382666587
Idaho,Arkansas,24.10318187646602
Idaho,California,8.657342883356304
Idaho,Colorado,10.528055600632062
Idaho,Connecticut,41.974507805214344
Idaho,Delaware,39.473778659890165
Idaho,District of Columbia,208.93436655631837
Idaho,Florida,35.799564844422335
Idaho,Georgia,33.297205356005485
Idaho,Hawaii,48.19494840468243
Idaho,Idaho,0.0
Idaho,Illinois,25.77921016807924
Idaho,Indiana,28.679790809034856
Idaho,Iowa,21.23927858096879
Idaho,Kansas,17.257001321202946
Idaho,Kentucky,30.093013163357377
Idaho,Louisiana,26.22792455456589
Idaho,Maine,45.38163278243743
Idaho,Maryland,38.191069705102535
Idaho,Massachusetts,42.85575664691967
Idaho,Michigan,29.202800302025828
Idaho,Minnesota,20.399186437944035
Idaho,Mississippi,27.51653345336218
Idaho,Missouri,22.95159378975674
Idaho,Montana,5.665433375303246
Idaho,Nebraska,15.08256251503702
Idaho,Nevada,5.4123576415458805
Idaho,New Hampshire,43.037121810943624
Idaho,New Jersey,40.156280207210436
Idaho,New Mexico,13.08189430472514
Idaho,New York,39.11116105218561
Idaho,North Carolina,36.30671154387299
Idaho,North Dakota,14.482592276591916
Idaho,Ohio,32.077868360912014
Idaho,Oklahoma,19.230770491324577
Idaho,Oregon,5.959927128749146
Idaho,Pennsylvania,36.97684085207929
Idaho,Rhode Island,43.13979654947389
Idaho,South Carolina,35.29415633727487
Idaho,South Dakota,14.3870031782161
Idaho,Tennessee,29.510985355626474
Idaho,Texas,19.982597085464146
Idaho,Utah,5.840851346336424
Idaho,Vermont,41.94814924022274
Idaho,Virginia,36.40560727209477
Idaho,Washington,6.574883613418561
Idaho,West Virginia,34.4665721256118
Idaho,Wisconsin,24.620418046207092
Idaho,Wyoming,7.1906596554141045
Illinois,Alabama,7.638552096438169
Illinois,Alaska,67.50250360638485
Illinois,Arizona,23.19223074609254
Illinois,Arkansas,6.085888564540102
Illinois,California,30.407671094149908
Illinois,Colorado,16.384626695167633
Illinois,Connecticut,16.54483546850799
Illinois,Delaware,13.731863917910056
Illinois,District of Columbia,184.00964574902048
Illinois,Florida,13.25650012937049
Illinois,Georgia,9.373917284145406
Illinois,Hawaii,70.01999143701748
Illinois,Idaho,25.77921016807924
Illinois,Illinois,0.0
Illinois,Indiana,2.9186295174276604
Illinois,Iowa,4.756092493844088
Illinois,Kansas,9.3134485133059
Illinois,Kentucky,4.631565648892394
Illinois,Louisiana,9.399618073624053
Illinois,Maine,20.652738233222244
Illinois,Maryland,12.444777549237276
Illinois,Massachusetts,17.52907811751662
Illinois,Michigan,5.733157305534183
Illinois,Minnesota,8.063805456482694
Illinois,Mississippi,7.320487127234084
Illinois,Missouri,3.6710957846397827
Illinois,Montana,21.605946293555398
Illinois,Nebraska,10.703674003350443
Illinois,Nevada,27.44395831380744
Illinois,New Hampshire,17.98730615183941
Illinois,New Jersey,14.52446428237545
Illinois,New Mexico,17.82983893281148
Illinois,New York,13.976445345652097
Illinois,North Carolina,10.785951670575948
Illinois,North Dakota,13.486428990655758
Illinois,Ohio,6.407466589066227
Illinois,Oklahoma,9.417054352609412
Illinois,Oregon,31.6023635959401
Illinois,Pennsylvania,11.427549806060792
Illinois,Rhode Island,17.715862224007047
Illinois,South Carolina,10.315271932915778
Illinois,South Dakota,11.875999949477933
Illinois,Tennessee,5.059946807032657
Illinois,Texas,13.269834214864927
Illinois,Utah,22.485855040002367
Illinois,Vermont,17.014134461970137
Illinois,Virginia,10.645417787949889
Illinois,Washington,32.101324946176284
Illinois,West Virginia,8.687478752779779
Illinois,Wisconsin,4.651493149516615
Illinois,Wyoming,18.59088830825466
Indiana,Alabama,7.135803910562561
Indiana,Alaska,70.28476358393759
Indiana,Arizona,25.99337396337767
Indiana,Arkansas,7.934854829169844
Indiana,California,33.29846822317808
Indiana,Colorado,19.287070058461442
Indiana,Connecticut,13.66396705865467
Indiana,Delaware,10.814499929261641
Indiana,District of Columbia,181.316847789112
Indiana,Florida,11.897663438675673
Indiana,Georgia,7.788554313221418
Indiana,Hawaii,72.78132510926139
Indiana,Idaho,28.679790809034856
Indiana,Illinois,2.9186295174276604
Indiana,Indiana,0.0
Indiana,Iowa,7.536835686811819
Indiana,Kansas,12.179587911337556
Indiana,Kentucky,2.554732960604687
Indiana,Louisiana,10.514248957010668
Indiana,Maine,17.896916369307867
Indiana,Maryland,9.527730219207514
Indiana,Massachusetts,14.665317250233622
Indiana,Michigan,4.536969716672131
Indiana,Minnesota,10.255103312010082
Indiana,Mississippi,7.918361653776616
Indiana,Missouri,6.364914038696831
Indiana,Montana,24.42429149719599
Indiana,Nebraska,13.613085734321965
Indiana,Nevada,30.354864260114894
Indiana,New Hampshire,15.180275621344949
Indiana,New Jersey,11.612585831329733
Indiana,New Mexico,20.57612274968246
Indiana,New York,11.181541718385711
Indiana,North Carolina,8.145455141365643
Indiana,North Dakota,16.07127845879102
Indiana,Ohio,3.5098590299326804
Indiana,Oklahoma,12.010838829157601
Indiana,Oregon,34.513894524524474
Indiana,Pennsylvania,8.538874821075666
Indiana,Rhode Island,14.832832809682708
Indiana,South Carolina,8.04540206142614
Indiana,South Dakota,14.668267385754868
Indiana,Tennessee,4.03678803629816
Indiana,Texas,15.529430202360933
Indiana,Utah,25.39552431787932
